Leitungsfunktion;Status seit;Eigentum;Teilnetz;Druckzone;Bauart;Vorschieber;Leistung (m³/h);Bemerkung;Nennweite DN [mm];Nenndruck (PN);Verbindungsart;Einbaujahr;Postleitzahl;Gemeindename;Ortsteilname;Straßenname;Strassenschlüssel;Hausnr;Hausnr-Ergänzung;Gebäudelage;Gebäudenutzung;Name I;Name II;Benutzeridentifikation;WA Leitungsabschnitt;X B Position ETRS89 Zone 32;Y B Position ETRS89 Zone 32;X B Punkt AW ETRS89 Zone 32;Y B Punkt AW ETRS89 Zone 32;Id;Latitude;Longitude;;
Hydrantenleitung;01.01.93;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;107,25;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1993;90475;Nürnberg;Altenfurt;Wittelsbacherstr.;511372000014;53;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1993;80";"(UH) Unterflurhydrant;N-ERGIE;1970109;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Wittelsbacherstr.;53;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1987;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.400 m;2.450 m;BP:OK ÜP:OK  NL:OK ;;;";657878.402 m;5474875.911 m;;;1970109;49.406073;11.176330;;
Versorgungsleitung;20.03.06;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;105,75;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2006;90475;Nürnberg;Altenfurt;Habsburgerstr.;504316700011;60;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2006;100";"(UH) Unterflurhydrant;N-ERGIE;1962403;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Habsburgerstr.;60;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;87.000 m;86.839 m;BP:OK ÜP:OK  NL:OK ;;;";657679.647 m;5474567.750 m;;;1962403;49.403354;11.173470;;
Versorgungsleitung;25.09.20;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2020;90475;Nürnberg;Altenfurt;Karl-Hertel-Str.;505972200001;86;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;25.09.2020;100";"(UH) Unterflurhydrant;N-ERGIE;31842657;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Karl-Hertel-Str.;86;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;25.09.2020;(HOB) Hoher Bühl;125*11,4 PE-100-RC;100;PN 10;219.407 m;219.426 m;BP:OK ÜP:N.OK  NL:OK ;;;";658097.857 m;5474716.591 m;;;31842657;49.404584;11.179289;;
Versorgungsleitung;07.11.05;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;55,875;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2005;90475;Nürnberg;Fischbach;Steigwiesen;509971400001;12;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2005;100";"(UH) Unterflurhydrant;N-ERGIE;12625657;(37)Fischbach";"Nürnberg;Fischbach;Steigwiesen;12;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;07.11.2005;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;64.000 m;61.043 m;BP:OK ÜP:OK  NL:OK ;;;";659222.660 m;5476759.089 m;;;12625657;49.422649;11.195601;;
Versorgungsleitung;01.01.98;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;142,219;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1998;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;104;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1998;80";"(OH) Überflurhydrant;N-ERGIE;2780954;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;104;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1998;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.700 m;2.853 m;BP:OK ÜP:OK  NL:OK ;;;";658398.436 m;5476279.121 m;;;2780954;49.418550;11.184053;;
Hydrantenleitung;18.02.13;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;;;100;PN 16;(Fl) Flansch;2013;90475;Nürnberg;Altenfurt;Habsburgerstr.;504316700011;38;;;Zweifamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2013;100";"(OH) Überflurhydrant;N-ERGIE;23645913;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Habsburgerstr.;38;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;27.05.2009;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.450 m;2.619 m;BP:OK ÜP:OK  NL:OK ;;;";657475.961 m;5474800.281 m;;;23645913;49.405497;11.170757;;
Hydrantenleitung;;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;( ) Gartenhydrant;nein;;;40;PN 16;unbekannt;;90475;Nürnberg;Altenfurt;Raudtener Str.;508678400001;;;;;"VW;Hydrantenleitung;in Betrieb;;40";"( ) Gartenhydrant;N-ERGIE;2683492;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Raudtener Str.;;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1935;(HOB) Hoher Bühl;(St) Stahl;40;PN 16;1.500 m;1.501 m;BP:OK ÜP:N.OK  NL:OK ;;;";656869.791 m;5475632.472 m;;;2683492;49.413134;11.162736;;
Versorgungsleitung;14.11.13;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;;;100;PN 16;(Fl) Flansch;2013;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;8915;;;Hydrant;"VW;Versorgungsleitung;in Betrieb;01.01.2013;100";"(OH) Überflurhydrant;N-ERGIE;24473462;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;8915;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;14.11.2013;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;0.650 m;2.248 m;BP:OK ÜP:OK  NL:OK ;;;";659634.300 m;5476444.607 m;;;24473462;49.419715;11.201147;;
Versorgungsleitung;01.01.86;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;105,469;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;1986;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;56;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1986;80";"(UH) Unterflurhydrant;N-ERGIE;21363936;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;56;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1986;(HOB) Hoher Bühl;(St) Stahl ZM;80;PN 16;3.000 m;3.000 m;BP:OK ÜP:OK  NL:OK ;;;";658154.522 m;5476053.026 m;;;21363936;49.416582;11.180602;;
Hydrantenleitung;01.01.89;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;185,625;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1989;90475;Nürnberg;Altenfurt;Wohlauer Str.;511390600003;8909;;;Hydrant;"VW;Hydrantenleitung;in Betrieb;01.01.1989;100";"(OH) Überflurhydrant;N-ERGIE;2686906;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Wohlauer Str.;8909;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.300 m;1.325 m;BP:OK ÜP:OK  NL:OK ;;;";657228.617 m;5475490.769 m;;;2686906;49.411768;11.167623;;
Hydrantenleitung;01.01.00;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;163,125;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2000;90475;Nürnberg;Altenfurt;Habsburgerstr.;504316700011;15;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2000;80";"(OH) Überflurhydrant;N-ERGIE;4098339;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Habsburgerstr.;15;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.2000;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen;80;PN 16;2.700 m;2.700 m;BP:OK ÜP:OK  NL:OK ;;;";657354.873 m;5475066.589 m;;;4098339;49.407922;11.169194;;
Versorgungsleitung;01.01.50;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;94,5;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1950;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;237;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1950;150";"(UH) Unterflurhydrant;N-ERGIE;2792064;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;237;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;150;PN 10;259.100 m;259.102 m;BP:OK ÜP:OK  NL:OK ;;;";659436.309 m;5476355.779 m;;;2792064;49.418968;11.198383;;
Versorgungsleitung;01.01.49;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;103,5;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1949;90475;Nürnberg;Altenfurt;Ludolfingerstr.;507106500002;5;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1949;100";"(UH) Unterflurhydrant;N-ERGIE;1962075;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Ludolfingerstr.;5;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;75.000 m;74.816 m;BP:OK ÜP:N.OK  NL:OK ;;;";657593.569 m;5474510.528 m;;;1962075;49.402862;11.172262;;
Versorgungsleitung;21.12.11;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;124,875;Leistung der Hydranten nicht aufsummieren!;100;PN 16;(Fl) Flansch;2011;90475;Nürnberg;Moorenbrunn;Leinbühlstr.;506893300001;21;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2011;100";"(OH) Überflurhydrant;N-ERGIE;22810594;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Leinbühlstr.;21;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;21.12.2011;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;12.000 m;2.400 m;BP:OK ÜP:OK  NL:OK ;;;";657644.183 m;5473450.871 m;;;22810594;49.393325;11.172538;;
Versorgungsleitung;18.04.05;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;54,469;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2005;90475;Nürnberg;Fischbach;Bärenbühlgraben;502361100001;77;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2005;80";"(UH) Unterflurhydrant;N-ERGIE;2796817;(37)Fischbach";"Nürnberg;Fischbach;Bärenbühlgraben;77;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;10.05.2005;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.400 m;1.900 m;BP:OK ÜP:OK  NL:OK ;;;";658117.905 m;5477125.102 m;;;2796817;49.426227;11.180525;;
Anschlussleitung, mitversorgt;01.01.96;Stadt Nürnberg;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(TWB) Trinkwasserbrunnen;ja;;Kunst im Außenbereich (Markus Kronberger) - Moorenbrunn, Entnahmestelle 2;15;unbekannt;unbekannt;1996;90475;Nürnberg;Moorenbrunn;Klagenfurter Str.;506179200012;4;;;Einfamilienhaus;"AW;Anschlussleitung, mitversorgt;in Betrieb;01.01.1996;15";"(TWB) Trinkwasserbrunnen;Stadt Nürnberg;31401224;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Klagenfurter Str.;4;";"AW;Anschlussleitung, mitversorgt;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1996;(HOB) Hoher Bühl;(PEh) Polyäthylen hart;15;PN 10;4.300 m;26.316 m;BP:OK ÜP:OK  NL:OK ;;;";657770.955 m;5473960.321 m;657770.955 m;5473960.321 m;31401224;49.397871;11.174486;;
Versorgungsleitung;01.01.86;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;99,75;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1986;90475;Nürnberg;Altenfurt;Hohenzollernstr.;505024300034;41;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1986;100";"(UH) Unterflurhydrant;N-ERGIE;1960084;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Hohenzollernstr.;41;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;48.600 m;49.111 m;BP:OK ÜP:OK  NL:OK ;;;";657719.248 m;5474329.043 m;;;1960084;49.401199;11.173921;;
Hydrantenleitung;22.07.21;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;;;80;PN 16;(Fl) Flansch;2021;90475;Nürnberg;Fischbach;Leskowstr.;506936200001;14;a;;;"VW;Hydrantenleitung;in Betrieb;22.07.2021;100";"(UH) Unterflurhydrant;N-ERGIE;31717467;(37)Fischbach";"Nürnberg;Fischbach;Leskowstr.;14 a;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1984;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.845 m;2.839 m;BP:OK ÜP:OK  NL:OK ;;;";658805.229 m;5476243.412 m;;;31717467;49.418123;11.189643;;
Versorgungsleitung;01.01.00;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;158,25;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2000;90475;Nürnberg;Altenfurt;Habsburgerstr.;504316700011;8;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2000;80";"(OH) Überflurhydrant;N-ERGIE;4098682;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Habsburgerstr.;8;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.2000;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.600 m;2.600 m;BP:OK ÜP:OK  NL:OK ;;;";657320.006 m;5475126.144 m;;;4098682;49.408467;11.168737;;
Versorgungsleitung;28.04.21;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2021;90475;Nürnberg;Moorenbrunn;Krainer Str.;506508400003;30;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;28.04.2021;100";"(UH) Unterflurhydrant;N-ERGIE;31632623;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Krainer Str.;30;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;100;PN 10;164.356 m;164.458 m;BP:OK ÜP:N.OK  NL:OK ;;;";657377.578 m;5474011.823 m;;;31632623;49.398436;11.169089;;
Hydrantenleitung;03.06.22;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;;;100;PN 16;(Fl) Flansch;2022;90475;Nürnberg;Moorenbrunn;Gutshofstr.;504233000002;19;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;03.06.2022;100";"(OH) Überflurhydrant;N-ERGIE;32282523;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Gutshofstr.;19;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;2.311 m;2.311 m;BP:OK ÜP:OK  NL:OK ;;;";657469.150 m;5473755.434 m;;;32282523;49.396107;11.170249;;
Hydrantenleitung;01.01.50;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;106,781;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1950;90475;Nürnberg;Fischbach;Tolstoistr.;510412300006;40;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1950;100";"(OH) Überflurhydrant;N-ERGIE;2784284;(37)Fischbach";"Nürnberg;Fischbach;Tolstoistr.;40;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.720 m;1.753 m;BP:OK ÜP:OK  NL:OK ;;;";658925.793 m;5476081.387 m;;;2784284;49.416636;11.191239;;
Hydrantenleitung;01.01.03;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;72,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2003;90475;Nürnberg;Fischbach;Bärenbühlgraben;502361100001;6;a;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2003;80";"(UH) Unterflurhydrant;N-ERGIE;6959520;(37)Fischbach";"Nürnberg;Fischbach;Bärenbühlgraben;6 a;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.2003;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.951 m;1.721 m;BP:OK ÜP:OK  NL:OK ;;;";658960.233 m;5477140.567 m;;;6959520;49.426147;11.192138;;
Hydrantenleitung;01.01.92;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;216,375;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1992;90475;Nürnberg;Altenfurt;Altenfurter Str.;500241300001;83;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1992;100";"(OH) Überflurhydrant;N-ERGIE;1964484;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Altenfurter Str.;83;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.999 m;2.000 m;BP:OK ÜP:OK  NL:OK ;;;";657961.127 m;5474465.296 m;;;1964484;49.402361;11.177306;;
Anschlussleitung, mitversorgt;01.01.96;Stadt Nürnberg;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;( ) Gartenhydrant;ja;;;40;PN 16;unbekannt;1996;90475;Nürnberg;Moorenbrunn;Klagenfurter Str.;506179200012;;;;;"AW;Anschlussleitung, mitversorgt;in Betrieb;01.01.1996;40";"( ) Gartenhydrant;Stadt Nürnberg;1956115;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Klagenfurter Str.;;";"AW;Anschlussleitung, mitversorgt;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1996;(HOB) Hoher Bühl;(HDPE) HDPE;40;PN 10;21.907 m;21.282 m;BP:OK ÜP:OK  NL:OK ;;;";657767.629 m;5473958.801 m;657767.629 m;5473958.801 m;1956115;49.397858;11.174440;;
Hydrantenleitung;01.01.78;N-ERGIE;(35)Langwasser Süd;(NBZ) Nürnberg Zentral;(OH) Überflurhydrant;ja;0,375;Leistung der Hydranten nicht aufsummieren!;80;unbekannt;unbekannt;1978;90475;Nürnberg;Altenfurt;Oelser Str.;508036200004;8918;;;Hydrant;"VW;Hydrantenleitung;in Betrieb;01.01.1978;80";"(OH) Überflurhydrant;N-ERGIE;21595532;(35)Langwasser Süd";"Nürnberg;Altenfurt;Oelser Str.;8918;";"VW;Hydrantenleitung;(35)Langwasser Süd;in Betrieb;01.01.1978;(NBZ) Nürnberg Zentral;(St) Stahl;80;PN 16;2.400 m;5.328 m;BP:OK ÜP:OK  NL:OK ;;;";656327.342 m;5475911.906 m;;;21595532;49.415785;11.155373;;
Versorgungsleitung;21.09.15;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;;;80;PN 16;(Fl) Flansch;2015;90475;Nürnberg;Altenfurt;Karl-Hertel-Str.;505972200001;29;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;21.09.2015;100";"(UH) Unterflurhydrant;N-ERGIE;26403836;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Karl-Hertel-Str.;29;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;21.09.2015;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;0.600 m;2.338 m;BP:OK ÜP:OK  NL:OK ;;;";657866.366 m;5475294.678 m;;;26403836;49.409840;11.176331;;
Versorgungsleitung;08.09.05;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;53,906;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2005;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;67;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2005;80";"(UH) Unterflurhydrant;N-ERGIE;12750443;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;67;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;08.09.2005;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.100 m;2.250 m;BP:OK ÜP:OK  NL:OK ;;;";658236.719 m;5477257.966 m;;;12750443;49.427391;11.182215;;
Versorgungsleitung;01.01.00;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;51,844;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2000;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;13;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2000;80";"(UH) Unterflurhydrant;N-ERGIE;4060933;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;13;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.2000;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.900 m;1.783 m;BP:OK ÜP:OK  NL:OK ;;;";658862.002 m;5477234.809 m;;;4060933;49.427020;11.190822;;
Hydrantenleitung;23.09.19;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2019;90475;Nürnberg;Moorenbrunn;Gutshofstr.;504233000002;1;a;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;23.09.2019;100";"(OH) Überflurhydrant;N-ERGIE;30006992;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Gutshofstr.;1 a;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;3.200 m;3.186 m;BP:OK ÜP:OK  NL:OK ;;;";657698.776 m;5473790.674 m;;;30006992;49.396365;11.173425;;
Versorgungsleitung;01.01.49;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;99,75;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1949;90475;Nürnberg;Altenfurt;Ludolfingerstr.;507106500002;21;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1949;100";"(UH) Unterflurhydrant;N-ERGIE;1960600;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Ludolfingerstr.;21;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;183.100 m;182.815 m;BP:OK ÜP:N.OK  NL:OK ;;;";657704.071 m;5474403.096 m;;;1960600;49.401868;11.173741;;
Hydrantenleitung;01.01.74;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;188,25;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1974;90475;Nürnberg;Moorenbrunn;Kapruner Str.;505947800002;37;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1974;100";"(OH) Überflurhydrant;N-ERGIE;1953760;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Kapruner Str.;37;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1974;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.500 m;2.484 m;BP:OK ÜP:OK  NL:OK ;;;";657879.410 m;5473884.282 m;;;1953760;49.397159;11.175950;;
Hydrantenleitung;01.01.50;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;87,188;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1950;90475;Nürnberg;Fischbach;Bauernfeldstr.;501681500002;16;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1950;100";"(OH) Überflurhydrant;N-ERGIE;2803572;(37)Fischbach";"Nürnberg;Fischbach;Bauernfeldstr.;16;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.500 m;0.819 m;BP:OK ÜP:OK  NL:OK ;;;";658909.217 m;5476772.410 m;;;2803572;49.422851;11.191288;;
